BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,17000,97438,158780,DebtCon,Mgr,0,0,0,210.9126034,1,18,38.79674995
0,16700,5106,93277,HomeImp,Other,14,0,0,269.9626887,0,23,29.87592807
0,7600,48829,62357,DebtCon,Office,3,0,1,92.94135782,2,12,35.67227361
0,7200,22832,31666,DebtCon,Other,0,0,0,38.00326685,9,7,28.29568112
0,23500,133197,168990,DebtCon,Other,8,1,0,214.2845994,0,19,36.64262904
0,23000,71902,101750,HomeImp,Other,5,0,0,214.3892524,0,13,29.04596406
0,33700,147522,198737,DebtCon,ProfExe,20,0,0,188.1493561,1,21,37.30853626
0,16600,81275,106691,DebtCon,ProfExe,1,0,0,289.376138,1,20,38.47524099
0,10100,54873,73085,HomeImp,Other,5,0,1,252.2528926,1,16,38.7274173
0,11900,97506,110902,DebtCon,Other,17,0,1,196.568128,2,15,37.99899138
0,16400,107669,115881,DebtCon,Other,0,0,0,136.8121195,1,21,39.69996168
0,17100,56791,94396,DebtCon,ProfExe,7,0,0,110.2940878,1,21,36.1073409
1,20100,16755,29412,HomeImp,Other,3,1,0,62.0501108,2,21,58.1321829
0,13700,95065,123858,DebtCon,Other,9,0,0,176.9525325,0,27,34.59683753
0,9000,131108,199295,DebtCon,ProfExe,1,0,0,61.0009855,1,22,35.93061089
0,22900,95321,123082,DebtCon,Self,3,0,0,205.4415191,2,26,34.05349114
1,33200,36705,78040,DebtCon,Mgr,19,2,0,120.090143,0,13,35.01574872
0,24400,237543,261393,HomeImp,Self,3,1,0,254.517448,2,50,37.90658567
0,11100,72402,86584,DebtCon,Mgr,8,0,0,102.9720787,0,22,29.6557132
0,18900,55238,112776,DebtCon,ProfExe,16,0,0,251.5493924,0,19,25.7694999
0,17000,51682,67688,HomeImp,Office,2,0,0,135.1919065,0,18,33.05063637
0,12100,18728,34443,DebtCon,Mgr,9,0,0,117.6482829,0,10,21.58983638
0,38100,33446,73289,DebtCon,ProfExe,5,0,0,180.847815,1,18,23.82041533
0,31900,15150,61388,DebtCon,Other,1,0,0,101.8594387,1,5,37.8165708
0,38200,147457,210065,HomeImp,ProfExe,3,0,0,148.7331849,0,31,35.89492543
0,9300,106449,120066,DebtCon,Other,18,0,1,189.9199182,1,15,37.08645509
0,24800,144410,211936,HomeImp,ProfExe,3,0,0,195.0703595,1,28,38.92615688
0,14000,43173,65985,HomeImp,ProfExe,5,0,0,215.9858947,3,18,37.14869173
0,15600,83758,106992,HomeImp,ProfExe,3,0,0,127.6658177,1,24,39.01451939
0,7600,133475,203936,DebtCon,ProfExe,1,0,0,87.45287008,2,23,37.00596784
0,22400,65502,104373,HomeImp,Office,14,0,0,141.8128234,0,13,36.22194314
0,14900,101179,117405,HomeImp,Office,2,0,0,133.9305097,1,22,35.54740722
0,15700,95128,122248,DebtCon,Other,10,0,0,171.0217817,0,27,36.33260042
0,12200,86775,111572,DebtCon,ProfExe,0,1,1,138.6100805,1,33,34.35180836
0,20700,80124,99938,DebtCon,Mgr,7,0,0,69.32471958,7,24,38.67963357
0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.4832581,0,18,27.8375096
0,12300,61253,85825,DebtCon,Sales,5,0,0,130.026259,0,34,27.20337824
0,13000,110097,210595,HomeImp,ProfExe,3,0,0,122.6386999,0,15,29.32751367
0,12000,79844,98139,HomeImp,ProfExe,8,0,0,156.9547583,0,34,31.70012432
0,14100,86996,108452,HomeImp,Other,19,0,0,134.9932518,4,24,29.77894608
0,30200,106594,148695,DebtCon,Other,13,0,0,239.918405,1,39,41.27520899
0,11700,47072,85090,HomeImp,Other,18,0,0,192.2531823,0,16,35.06486468
0,9300,79133,100033,DebtCon,Other,3,0,0,102.1630274,2,31,40.79463545
0,8200,61821,64832,HomeImp,Other,5,0,0,123.2860249,0,34,35.87534399
0,16800,62557,95747,DebtCon,Other,0,0,0,188.189005,1,31,35.28584474
0,13100,48153,70059,DebtCon,Other,11,0,0,242.6505336,0,18,30.89311822
0,22500,75010,114769,DebtCon,Mgr,9,0,1,294.2971661,1,28,30.61105116
0,32200,118793,171024,DebtCon,ProfExe,16,0,0,119.6034777,1,16,29.01132772
0,15600,104458,137583,DebtCon,Other,1,0,0,280.789801,0,46,41.23523649
0,6000,79046,103048,HomeImp,Other,0,0,0,181.696538,0,32,37.28998992
0,28200,148455,191419,HomeImp,Self,1,0,0,186.9830429,0,17,39.56330307
0,9800,74962,108730,HomeImp,ProfExe,4,0,1,76.39241605,1,33,37.32134756
1,39000,399412,511164,DebtCon,ProfExe,5,0,0,181.9624008,0,21,43.73003185
0,24100,61811,97086,DebtCon,Other,6,0,0,222.6265908,1,19,34.68253701
0,35100,88197,132776,DebtCon,Mgr,30,0,0,333.0463123,0,20,39.29472094
0,17200,62840,92946,HomeImp,ProfExe,5,0,0,133.1594808,0,11,27.50354017
0,8800,51740,60852,DebtCon,Other,23,0,0,277.5895886,3,29,39.88548381
0,10300,79243,89840,DebtCon,Office,16,0,0,87.82534618,0,9,24.47937322
0,14800,76875,95893,DebtCon,Other,4,2,0,88.75457479,0,21,24.22469542
0,25200,55823,90658,DebtCon,Office,0,0,0,85.31414308,0,22,35.57129493
0,13900,71425,81012,DebtCon,Other,2,0,0,242.9405141,2,26,32.17503606
0,6300,26655,29792,DebtCon,Other,1,1,0,12.75926745,10,6,28.36185178
1,50400,168561,244322,DebtCon,Office,16,0,1,184.5232853,3,47,47.41737605
0,22900,107241,138883,DebtCon,Mgr,9,1,0,201.7857441,5,18,41.14075208
0,17200,43996,79419,DebtCon,Mgr,5,0,0,140.973401,0,9,28.6621734
0,22000,70139,95042,DebtCon,Other,2,0,0,97.90858291,2,29,32.52452824
0,17700,50886,106673,HomeImp,Other,2,0,2,57.09065961,1,10,40.85911311
0,3800,51180,63459,HomeImp,Office,20,0,0,203.7515336,0,20,20.06704205
0,88900,48919,93371,DebtCon,Other,15,0,1,205.6501595,0,15,34.81826182
0,18600,15243,172611,HomeImp,Mgr,25,0,0,73.44153854,2,21,29.0958828
0,6800,56155,57912,HomeImp,Office,21,0,0,206.3063213,0,20,21.79851308
1,15200,105328,113931,HomeImp,ProfExe,3,0,0,138.1335045,2,32,61.89063458
0,9400,52371,55764,DebtCon,Office,1,0,0,177.7028004,0,20,37.35868805
0,9800,62826,65912,HomeImp,Other,6,0,0,132.7524896,0,34,37.58819954
0,10100,73174,91101,DebtCon,Office,14,0,0,77.11709066,0,8,25.04259669
0,14200,71979,86443,DebtCon,Other,2,0,0,238.2643462,3,25,32.13676623
0,23700,57553,101656,HomeImp,ProfExe,19,0,0,648.3284926,0,23,22.84647896
0,15600,49151,62005,DebtCon,Other,4,0,0,185.653088,0,14,36.02110045
0,9100,53764,56429,HomeImp,Other,9,0,0,92.07897877,3,33,40.58208394
0,12200,61929,83102,HomeImp,Office,14,0,0,238.5249274,1,32,44.44967097
1,43200,217036,291222,DebtCon,ProfExe,30,0,0,228.1464583,1,25,43.78949929
0,13400,87175,115530,HomeImp,ProfExe,13,0,1,180.9451064,1,27,33.90005642
0,24000,43948,86111,HomeImp,Other,24,0,0,258.3035939,0,7,26.61774876
0,15700,122646,204282,DebtCon,Other,2,0,0,201.9237078,0,17,26.31831366
0,8300,101150,115215,HomeImp,Office,23,0,0,130.2563294,0,12,36.50599948
0,31600,15036,44220,DebtCon,Other,28,0,0,204.7009169,0,14,42.61822346
0,31900,104092,143832,DebtCon,Other,15,0,0,235.2018195,1,40,43.69152442
0,26800,133594,173255,DebtCon,Other,8,0,0,215.968328,1,19,36.94699749
0,12600,37699,59874,HomeImp,Other,22,0,0,114.2359516,0,23,38.68267604
0,37400,96798,145550,DebtCon,Other,12,0,0,63.90167695,1,35,40.59485173
0,16000,32918,52482,DebtCon,ProfExe,3,0,0,259.5710207,0,34,40.347344
0,15000,46867,67529,DebtCon,Other,7,0,0,133.7875809,3,48,31.48646083
0,9000,81248,92503,DebtCon,Other,0,0,0,121.1996495,2,10,37.39023989
0,19800,13830,85587,DebtCon,Other,20,0,0,229.5182951,3,40,35.31106586
0,15900,96854,156450,DebtCon,Mgr,1,0,0,212.6660046,0,19,40.21338458
0,70800,192044,292380,DebtCon,Self,10,0,0,221.6084858,2,25,30.37854757
0,23100,61524,96308,DebtCon,Office,1,0,0,160.3831681,1,21,35.1122412
0,20800,77885,98188,DebtCon,Mgr,4,0,0,50.29354716,7,23,38.1204047
1,16200,83448,135447,DebtCon,Mgr,17,0,5,129.7801316,9,19,45.55441548
0,16100,51041,72749,DebtCon,Other,8,0,0,90.32595067,2,15,43.89773033
1,10000,34350,54146,DebtCon,Other,3,0,0,144.4228889,0,18,31.5390134
0,11000,48893,113223,DebtCon,ProfExe,7,0,1,237.0980813,0,9,22.00337641
0,26400,240907,260638,HomeImp,Self,7,1,0,255.415514,3,51,37.65291911
0,16500,52030,158296,DebtCon,ProfExe,20,0,0,218.5392657,0,27,22.48479175
0,11000,57554,68222,DebtCon,ProfExe,14,0,0,215.4317939,3,32,36.5693479
0,16900,88143,115365,DebtCon,Other,19,0,0,282.0685178,0,16,24.96285137
0,5400,86922,119846,HomeImp,ProfExe,5,0,0,185.0763473,1,28,26.35488929
0,20200,51588,121752,DebtCon,ProfExe,14,0,0,253.2489667,0,20,26.43068063
0,8600,38646,54073,DebtCon,Other,14,0,0,89.55585277,0,11,32.53025665
0,23900,70694,95718,HomeImp,Office,11,0,0,138.1673596,0,13,38.56120628
0,36100,94801,146627,DebtCon,Other,11,0,0,64.37879289,1,36,40.23487119
0,24400,93411,140031,HomeImp,ProfExe,6,0,0,177.5112494,0,32,31.02733592
0,30500,124225,181129,DebtCon,Mgr,11,0,0,189.4391712,2,28,43.16839173
0,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92093,1,16,28.08685484
0,4100,57992,63797,DebtCon,ProfExe,7,0,4,165.505037,1,31,22.27817437
0,11700,52650,63646,DebtCon,Other,0,1,0,194.7609999,1,13,27.61084406
0,14500,52440,62150,DebtCon,Other,4,0,0,174.6769004,0,13,27.19172091
0,19900,74193,94078,HomeImp,ProfExe,7,0,0,81.4143517,0,15,32.03355046
0,11900,85486,109386,HomeImp,ProfExe,11,0,1,175.5425655,0,28,33.67090818
0,27700,63962,101676,DebtCon,Other,15,0,1,138.5694126,0,30,37.38458848
0,18000,100822,118817,DebtCon,ProfExe,0,0,0,126.4264397,0,30,37.87741107
0,17000,54780,93091,DebtCon,ProfExe,4,0,0,115.3753324,1,21,37.50862467
1,11900,108763,128780,DebtCon,Office,8,0,0,60.3779329,3,21,49.41811438
0,16400,47428,76483,DebtCon,ProfExe,4,0,0,232.3155447,3,31,33.10683578
0,9700,63488,74374,DebtCon,Office,5,0,0,106.5894523,2,15,26.89601277
0,13700,74015,113766,DebtCon,Other,7,0,0,75.89241528,2,14,36.39536633
0,14900,97930,113886,DebtCon,Office,3,0,0,267.8272583,0,33,28.42029335
0,13700,90714,120292,DebtCon,Office,11,0,0,215.6120163,0,13,40.30430134
0,17000,82662,111357,DebtCon,Mgr,17,0,0,252.3059847,4,30,37.31611992
0,35000,240994,39401,DebtCon,Mgr,3,0,1,210.5018174,3,50,42.96751163
0,7500,67778,83368,DebtCon,ProfExe,15,0,0,227.2920898,0,17,24.09177036
0,17000,70039,100993,HomeImp,ProfExe,7,0,0,261.911317,1,11,36.56433032
0,22300,89591,149566,DebtCon,ProfExe,23,0,0,157.6517299,0,24,41.85930497
1,27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.6276594
0,32500,124548,169881,DebtCon,ProfExe,16,0,0,129.524283,1,17,28.85081359
0,17900,63559,81536,HomeImp,ProfExe,13,0,3,176.8707685,0,13,26.18976709
1,5500,40584,46645,HomeImp,Other,4,0,1,136.3206375,0,13,34.49470896
0,8400,62583,77481,DebtCon,Office,6,0,0,98.67270509,2,15,26.30838033
0,21200,63093,101789,HomeImp,ProfExe,18,0,0,623.4562088,1,24,19.41458795
0,26800,145745,211400,HomeImp,ProfExe,6,0,0,184.7116347,1,27,39.84839123
0,28400,106020,206030,DebtCon,Other,22,0,0,188.7524695,0,18,25.33037232
0,11300,124205,196124,HomeImp,Office,0,0,1,332.7233895,0,15,40.12016832
0,12300,50441,56656,DebtCon,Office,1,0,0,186.4510167,0,21,35.45260742
0,12200,70722,81760,DebtCon,Other,0,0,0,219.7852728,3,26,30.27700538
0,21700,56822,78399,DebtCon,Mgr,10,1,0,70.69107272,3,28,36.61054006
0,10600,136820,201820,DebtCon,ProfExe,2,0,0,68.35305606,1,22,38.0722099
0,7400,138033,163162,HomeImp,ProfExe,11,0,0,224.8470425,0,19,21.05757402
0,22900,50876,74270,DebtCon,Other,5,0,0,72.00450998,1,19,34.9570299
0,24300,41323,73309,DebtCon,Other,27,0,1,298.1859041,2,32,36.15527752
1,16200,46115,61917,HomeImp,Other,2,0,0,259.3606975,0,47,43.71749944
1,6300,12476,32559,HomeImp,Office,12,3,6,227.1299051,0,23,23.31951678
0,7100,57863,70969,DebtCon,Other,0,0,0,65.87204481,7,21,26.82949019
1,23700,43712,75191,DebtCon,Office,6,0,0,50.71753483,2,18,37.10325125
0,13000,61865,72045,DebtCon,ProfExe,0,0,0,172.6966846,2,34,42.56558228
0,31800,126316,180750,DebtCon,Mgr,14,0,0,167.8572558,2,28,42.63343718
0,6500,58689,72557,DebtCon,Other,0,0,1,94.00805286,2,18,34.89841307
0,8200,66254,74994,DebtCon,ProfExe,7,0,0,60.38486252,1,24,39.72610514
0,37900,150044,202894,HomeImp,ProfExe,5,0,0,156.0339279,0,30,36.31140767
0,11600,96882,118914,DebtCon,ProfExe,13,0,0,176.2219109,2,17,34.7577402
0,22700,77356,106233,HomeImp,Mgr,14,0,0,161.646341,0,27,35.42092808
0,23500,48286,81958,DebtCon,Mgr,6,0,0,248.8600943,2,25,32.46730089
0,8500,20959,62956,HomeImp,Office,20,0,0,315.7073914,1,13,41.07759066
0,29500,50079,80222,DebtCon,Office,1,0,0,147.9901182,2,19,38.139022
0,27900,113843,156282,DebtCon,ProfExe,7,0,0,109.9596262,2,27,33.94246485
0,24400,80065,118423,DebtCon,ProfExe,8,0,1,126.5427462,0,18,26.2739081
1,27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.22776308
0,16000,88093,106943,DebtCon,ProfExe,7,0,0,207.2028505,1,36,42.5730795
0,12700,107653,129752,HomeImp,ProfExe,8,0,0,181.0272753,2,32,29.46672103
0,15100,53549,99812,DebtCon,ProfExe,4,0,0,127.1221472,2,21,37.95710367
0,12900,151991,179521,HomeImp,Office,6,0,0,186.8053299,0,55,34.19175206
0,18800,77025,103322,HomeImp,ProfExe,8,0,0,87.1337221,0,15,33.40589684
0,8500,78346,82226,HomeImp,Other,22,0,0,320.3495426,1,47,30.19939952
0,18000,41814,62845,HomeImp,Other,27,0,0,244.8818599,0,14,23.53704523
0,12700,58606,83010,DebtCon,Other,1,0,0,125.3258854,3,11,35.99961072
0,28400,207687,242544,HomeImp,Other,8,0,0,134.0076805,0,41,41.29838663
0,8900,111493,133191,DebtCon,Self,6,0,0,159.4326981,0,19,34.3711489
0,17200,62514,96633,HomeImp,ProfExe,25,1,0,224.7643591,1,24,36.7023407
1,12400,45604,65501,DebtCon,Other,9,0,1,70.33753056,1,24,35.21218126
0,15800,78905,97628,DebtCon,Other,0,0,0,152.1711375,0,23,42.21828222
0,21400,41671,103427,HomeImp,Other,6,0,0,122.1533442,0,15,31.61467953
0,15800,102552,138171,HomeImp,ProfExe,13,0,0,116.7631844,4,21,35.11315049
0,13400,95084,117279,HomeImp,Office,4,0,0,145.9623436,0,21,39.24466948
0,12900,105638,112608,DebtCon,Other,17,0,2,208.3068822,2,16,39.67790581
0,11800,57760,65535,DebtCon,Mgr,11,0,0,108.4694004,1,18,32.78348357
0,21300,143676,181960,HomeImp,Mgr,8,0,0,313.1874651,0,17,43.64534866
0,9000,56162,75526,HomeImp,Other,6,0,0,127.7869696,0,15,35.73405682
0,15300,14695,48095,DebtCon,ProfExe,1,0,0,301.6576657,0,16,19.01244637
0,15300,57840,86903,DebtCon,Other,0,0,0,110.8272244,4,11,38.82617752
0,33700,28956,45640,DebtCon,Other,0,0,0,59.04270368,0,6,16.49508064
0,16700,31135,60478,DebtCon,Other,14,0,0,105.1332711,0,18,39.1229968
0,14800,30282,61986,DebtCon,ProfExe,7,0,0,249.2488046,0,16,21.00928089
0,17700,71399,96588,HomeImp,ProfExe,7,0,0,83.59853183,0,16,33.62658567
0,25500,143881,178914,DebtCon,ProfExe,7,0,0,323.0225718,0,35,37.57582197
0,7000,46238,66842,DebtCon,Office,4,0,0,90.38040908,3,11,36.30952679
0,15300,79541,94973,DebtCon,Other,5,2,0,76.2075921,0,20,22.90250662
0,10600,61513,73143,DebtCon,ProfExe,2,0,0,164.5676555,2,34,43.20495313
0,20900,71972,101745,DebtCon,Mgr,6,0,0,67.32456202,6,23,38.51325618
0,6200,73881,98550,HomeImp,Other,0,0,1,182.8787798,0,31,37.19944569
1,24900,62191,83694,HomeImp,Other,3,0,0,55.93751229,0,14,62.11072187
0,24900,46116,77519,DebtCon,Other,9,0,0,120.0835519,1,19,42.92950927
0,12400,137927,160566,HomeImp,ProfExe,6,0,1,436.7517799,0,42,29.27255681
0,27300,72314,118839,DebtCon,Other,5,0,0,99.69383246,1,31,42.34342026
0,12300,60200,77079,HomeImp,Office,13,0,0,242.2441382,1,32,45.39416855
0,13900,95351,117381,DebtCon,Office,12,0,0,210.2021295,0,11,41.01100137
1,20900,122807,150896,DebtCon,Other,5,0,0,123.4795377,2,13,30.4244811
0,5900,70973,77989,HomeImp,Other,7,0,0,120.3794143,0,24,41.44250046
0,16700,102687,137417,DebtCon,ProfExe,7,0,0,97.76351186,0,14,31.10800492
0,22900,28217,52804,DebtCon,Other,14,0,0,109.3656846,1,25,30.58772816
0,16200,22956,44866,DebtCon,Mgr,16,0,0,114.7590192,1,17,24.09088217
0,4300,71206,78698,DebtCon,Sales,3,0,0,129.932869,0,31,34.18137652
0,25400,149364,210724,HomeImp,Other,10,0,0,266.5067241,1,34,41.61798303
0,12800,77318,97616,DebtCon,Mgr,6,0,0,125.5348018,2,27,39.46266339
0,15500,88929,115249,DebtCon,ProfExe,0,0,2,156.130914,0,34,32.0338704
0,8700,54283,58563,DebtCon,Office,3,0,1,91.44646516,3,11,38.59036694
0,18200,13925,94898,DebtCon,Other,22,0,0,223.901918,2,41,35.99822541
0,5700,76948,85753,HomeImp,Other,7,0,0,128.4764515,0,25,37.85968784
0,7800,55394,63567,DebtCon,Other,23,0,0,262.0143576,2,29,38.98393849
0,11400,64934,74875,DebtCon,Other,3,0,0,192.3144827,2,16,34.34375572
0,28300,145931,239990,HomeImp,ProfExe,27,0,0,357.2309538,0,19,38.26846999
0,10100,87942,106000,DebtCon,Other,13,0,0,219.3852784,2,16,40.75164798
0,7000,58128,93740,HomeImp,ProfExe,5,0,0,213.3630277,2,24,34.47530193
0,30800,129062,176389,DebtCon,Mgr,13,0,0,184.3193761,2,28,40.89430209
1,13300,25698,58760,HomeImp,Self,15,0,0,147.9109824,1,10,30.96207665
0,68100,193298,288525,DebtCon,Self,10,0,0,228.2872951,2,25,30.39586943
0,13700,35825,66612,DebtCon,Office,22,0,0,231.9014789,2,29,26.70247344
1,12800,54151,83828,DebtCon,Other,13,0,0,132.1602699,0,16,23.47742628
0,41400,362578,471827,HomeImp,ProfExe,1,0,0,292.135985,4,15,40.77205849
1,13400,58307,71810,DebtCon,Other,9,0,2,82.70830934,2,32,36.94779822
0,5600,53793,66379,HomeImp,Office,22,0,0,206.0991341,0,19,18.36954053
1,11000,77517,86214,HomeImp,ProfExe,2,2,0,352.3791379,0,28,28.03021421
0,53200,182033,258678,DebtCon,ProfExe,5,0,0,227.7177292,2,32,39.93135284
0,19700,93040,113362,DebtCon,ProfExe,6,0,0,135.8138569,3,21,19.70439447
0,24400,147073,182069,DebtCon,Other,2,0,0,173.7149466,0,35,37.81236793
0,15400,28669,43078,DebtCon,Mgr,14,1,0,108.1988949,1,17,24.67417485
0,16000,56295,77146,DebtCon,Office,0,0,0,190.3964069,0,24,31.73703429
0,18900,64290,87837,DebtCon,Other,2,0,0,309.005458,3,15,42.16835848
0,17800,61494,85864,DebtCon,Other,2,0,0,303.8376508,3,15,40.24631208
1,21600,144276,190797,DebtCon,Mgr,0,1,4,313.4273217,2,18,37.97135495
0,6800,138691,160063,HomeImp,ProfExe,12,0,0,208.420843,0,19,19.33336736
0,15100,127045,163833,DebtCon,Office,4,0,0,135.9752767,0,21,25.86181234
0,17800,68889,85642,DebtCon,Other,0,2,2,105.7679609,2,25,34.62992201
0,24700,53925,83056,DebtCon,Mgr,4,0,0,251.1883928,2,25,34.88924173
0,21400,49459,69461,DebtCon,Other,25,0,0,314.6389579,2,32,35.98208364
0,64200,64888,145725,HomeImp,Office,10,0,1,136.9478112,0,11,40.5318231
0,5300,47449,63895,HomeImp,Office,19,0,0,208.162714,0,20,19.7621137
0,40300,369874,467112,HomeImp,ProfExe,2,0,0,328.1988938,4,15,40.79992141
0,15700,135886,181894,DebtCon,Mgr,10,0,0,247.9650654,0,21,30.32639892
0,16500,47636,59586,DebtCon,Other,16,0,0,284.065542,0,21,29.96900633
0,8400,43589,49950,DebtCon,Office,9,0,0,202.7045404,0,23,33.59231894
0,11100,56999,67427,HomeImp,Other,8,0,0,139.513915,0,16,35.8924361
0,13200,93254,125738,HomeImp,Mgr,3,0,3,156.5454512,0,25,42.73666557
0,10100,68240,84067,DebtCon,Sales,8,0,0,131.4041801,0,35,28.44381048
0,27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.08868135
0,26700,23361,55483,DebtCon,Other,36,0,0,280.8076057,1,23,39.89165429
0,15400,104451,119195,DebtCon,Office,5,0,0,264.7616522,0,34,29.96327278
0,15900,90017,114267,DebtCon,ProfExe,8,0,0,205.2183293,2,36,41.23051218
0,33500,73761,117729,DebtCon,Mgr,11,0,0,62.12090961,0,35,25.46161407
0,23300,81144,106102,DebtCon,Mgr,7,0,0,288.3727394,1,28,33.27141336
0,27300,149950,177309,DebtCon,ProfExe,6,0,0,328.1681227,0,35,39.15955376
0,70300,197761,294169,DebtCon,Self,9,0,0,212.2397249,2,24,28.90707333
0,19500,8861,170687,HomeImp,Mgr,23,0,0,76.78849548,2,20,31.58400286
0,25500,79689,117577,DebtCon,ProfExe,9,0,0,114.9684987,0,19,26.48488637
0,15000,73187,111623,DebtCon,Other,4,0,0,98.13989368,2,14,36.23723367
0,15800,46716,60231,DebtCon,Other,3,0,0,191.3237369,0,13,28.05360448
0,17700,47064,71698,DebtCon,ProfExe,3,0,0,244.5180644,3,32,30.40320383
0,8800,78953,93018,DebtCon,Mgr,7,0,0,110.72313,0,22,28.28942917
0,16100,105719,116491,DebtCon,Other,1,0,0,117.8736121,2,20,38.7636997
0,20600,74828,106493,HomeImp,Other,5,1,0,204.0744093,1,12,30.22295994
0,13100,64897,81598,DebtCon,Sales,7,0,0,130.6484683,0,34,26.50010508
0,15300,77069,104534,DebtCon,ProfExe,0,0,0,276.9242472,2,21,39.24459953
1,6500,60054,70434,HomeImp,Other,1,0,0,127.0627016,2,21,37.80035293
0,11900,34222,59948,DebtCon,Office,24,0,0,228.0753508,1,29,25.72883738
0,12900,64245,83823,DebtCon,Office,13,0,0,246.8377195,3,36,40.56013033
0,19700,19349,133226,DebtCon,Other,9,0,0,342.3163573,1,9,40.14790835
0,15200,49428,62696,DebtCon,Mgr,27,0,0,265.3953128,1,16,38.50079645
0,11200,56842,66710,HomeImp,Other,6,0,0,144.7952204,0,17,33.8858765
0,20900,111464,144487,DebtCon,Office,11,0,1,206.6773533,0,25,40.06547716
0,43200,120310,178938,DebtCon,Self,10,0,0,196.2815792,0,5,40.16548813
0,12500,83924,100114,HomeImp,ProfExe,0,0,0,71.30419761,1,20,34.71276881
0,6600,62380,89742,HomeImp,Office,31,0,0,232.5272907,0,16,26.16049489
0,15400,73793,86176,DebtCon,Other,2,1,0,229.3693761,3,26,30.95851999
0,21700,188525,234269,DebtCon,ProfExe,0,0,0,301.5210741,0,26,37.33952006
0,23700,76196,100929,DebtCon,Other,17,0,0,180.731154,1,13,41.52602645
0,14900,87167,114219,DebtCon,ProfExe,8,0,0,194.1131735,2,36,41.3297639
0,8200,10909,37286,DebtCon,Other,3,0,0,268.2546017,0,12,22.23295281
0,7900,41935,53543,DebtCon,Office,8,0,0,203.54461,1,22,31.49168679
0,16100,76981,106014,DebtCon,ProfExe,0,0,0,269.3426287,1,21,39.79911228
0,11400,51203,60716,DebtCon,Other,2,0,0,99.10408262,0,20,38.23531293
1,5700,77213,92661,DebtCon,Sales,0,0,0,97.13317095,1,16,41.77788863
0,18900,103130,120119,DebtCon,Other,7,0,0,292.7517427,1,19,30.68168891
0,41200,141705,207314,HomeImp,ProfExe,6,0,0,144.6224183,0,31,36.77626356
0,66500,64423,143341,HomeImp,Office,9,0,0,113.9844467,0,11,39.82143975
0,9500,47019,59413,DebtCon,Other,4,0,0,78.02555168,0,11,31.41813239
0,7800,58399,65945,DebtCon,Other,1,0,1,106.6313416,2,18,37.02476444
0,23400,64332,95770,HomeImp,Office,13,0,0,128.2392225,0,13,35.15764561
1,44000,55604,101916,DebtCon,Other,3,0,1,194.2349529,2,37,43.33855659
0,14100,79345,135554,DebtCon,ProfExe,15,0,0,301.5639913,0,19,29.17813328
0,15300,22079,168281,HomeImp,Self,8,0,0,301.4910256,0,27,27.7711227
0,15600,102572,112721,DebtCon,Office,3,0,1,271.270791,0,33,29.63441489
0,10000,41949,51684,DebtCon,Other,15,0,0,84.12345095,0,12,31.26731878
0,12800,81694,101680,DebtCon,Other,0,0,0,159.3541041,1,22,40.1115783
0,32500,232057,286938,DebtCon,ProfExe,15,0,1,249.9549333,2,26,25.25477175
1,9900,71371,84865,DebtCon,Mgr,0,2,0,94.80523575,0,12,38.2113051
0,25700,197425,242602,DebtCon,Other,8,0,0,102.9603455,2,26,41.27712717
0,19900,96435,130019,DebtCon,Office,27,0,0,274.2825562,3,16,32.46920265
0,10500,88829,114962,DebtCon,Other,13,0,0,206.212228,3,15,37.86494621
0,18300,90099,118545,DebtCon,ProfExe,12,0,0,140.5158506,3,18,38.89923169
0,17200,48427,66082,DebtCon,Mgr,29,0,0,283.8487591,1,16,38.39363467
0,6700,29662,36195,HomeImp,Office,1,0,0,112.1370807,1,30,38.52863281
0,12500,66163,83727,DebtCon,Office,4,1,2,176.9352475,3,30,36.77463995
0,17400,42876,66085,DebtCon,Mgr,26,0,0,281.5781525,1,16,38.02752168
0,24400,112178,159638,DebtCon,Mgr,17,0,0,197.9695585,0,26,33.13017589
0,12100,50100,66410,DebtCon,Other,3,0,0,176.0098643,0,14,28.54860369
0,24200,242111,266670,HomeImp,Self,6,1,0,243.0031287,3,51,36.57538774
0,11300,66814,82021,DebtCon,Office,4,2,3,173.7118385,3,29,38.55692945
0,10100,32608,47377,HomeImp,Other,9,0,0,67.38706567,0,3,35.69019304
0,9900,117003,219783,HomeImp,ProfExe,1,0,0,130.7663862,0,14,25.6226109
0,31900,16363,43218,DebtCon,Other,29,0,0,200.3016025,0,14,42.09417911
0,17200,6126,88603,HomeImp,Other,13,0,1,287.2608869,0,23,30.0987967
0,26900,47882,78854,DebtCon,Other,11,0,0,132.3473921,0,19,41.13070668
0,18900,91784,117626,DebtCon,Other,21,0,0,280.1234728,0,16,25.67302186
0,17000,6778,60065,DebtCon,Sales,0,0,0,326.5184144,0,5,38.83660184
0,22900,70497,103855,HomeImp,Mgr,13,0,0,149.9896104,0,27,33.76898573
0,26800,139309,166621,DebtCon,Other,5,0,0,217.2114826,0,20,35.18585706
